class,precision,sensitivity,f1,specificity,accuracy,mcc,dor,TP,FP,FN,TN,anno_set,classifier,metric_type,organ,magnification,model,dropoutFraction,layerDepth,numberOfEpochs,trainPercent,validationPercent,patience,checkPointAccuracy,augmentColor,augmentGeometry,balanceClasses,elasticDeform,fixedDataSeed,augmentation,overlapPredict,pretrained,focalLoss,filterSize,kernelIncrease,normalization,magLayers,model_name,backbone_name,encoder_freeze,decoder_use_batchnorm,middleBlocks,loss,optimizer,learningRate,useFP16,useAllGPUs,time_evaluated,balance only,balance + elastic
Tissue,0.939196892,0.983641209,0.96090541,0.748993893,0.936157646,0.793735302,179.4235767,56149441,3635085,933813,10846973,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_ResNet50,0.2,,30,70,15,30,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,
Lesions,0.875945574,0.146937761,0.25166014,0.998890928,0.955783048,0.348410047,155.1354325,532080,75355,3089045,67868832,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_ResNet50,0.2,,30,70,15,30,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,
Background,0.900051427,0.960407453,0.929250421,0.980918526,0.977805714,0.916783912,1246.990398,10430921,1158329,430012,59546050,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_ResNet50,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Tissue,0.952172714,0.97604625,0.963961691,0.806754744,0.941788181,0.814460752,170.1098928,55715896,2798589,1367358,11683469,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_ResNet50,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Lesions,0.851266132,0.343592392,0.489578575,0.996800521,0.963748918,0.527469063,163.079332,1244191,217386,2376934,67726801,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_ResNet50,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Background,0.841543202,0.963750812,0.898510645,0.967532688,0.966958741,0.881767725,792.2929506,10467233,1970908,393700,58733471,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_ResNet50,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Tissue,0.958779348,0.953597162,0.956181233,0.838400661,0.930285835,0.78582024,106.6184678,54434429,2340291,2648825,12141767,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_ResNet50,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Lesions,0.697643862,0.453221858,0.549477566,0.989531437,0.96239477,0.544259501,78.35058224,1641173,711278,1979952,67232909,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_ResNet50,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Background,0.903370007,0.957295566,0.929551355,0.981679411,0.977978857,0.917055163,1201.166788,10397123,1112140,463810,59592239,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_0_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,color,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,
Tissue,0.965036473,0.966756415,0.965895678,0.861940271,0.945545672,0.830882832,181.5596631,55185602,1999389,1897652,12482669,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_0_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,color,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,
Lesions,0.722774671,0.573061687,0.639269719,0.988285532,0.967275668,0.626972219,113.2390229,2075128,795930,1545997,67148257,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_0_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,color,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,
Background,0.918643741,0.95933075,0.938546496,0.984799449,0.980934255,0.927574584,1528.236865,10419227,922740,441706,59781639,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Tissue,0.9702726,0.958456363,0.964328285,0.884251879,0.943440238,0.828241129,176.2503017,54711808,1676271,2371446,12805787,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Lesions,0.617476597,0.65399206,0.635209983,0.978407586,0.961992522,0.615461796,85.64559462,2368187,1467079,1252938,66477108,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Background,0.903644468,0.964016627,0.932854782,0.981608773,0.978938945,0.921057871,1429.915552,10470120,1116428,390813,59587951,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Tissue,0.971212034,0.959725299,0.9654345,0.887869873,0.945184533,0.833446576,188.6868449,54784243,1623875,2299011,12858183,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Lesions,0.661160193,0.651943526,0.656519514,0.982193076,0.965482817,0.638366241,103.31615,2360769,1209877,1260356,66734310,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Background,0.897816226,0.957306983,0.926607719,0.980506365,0.976985568,0.913638155,1127.85162,10397247,1183349,463686,59521030,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,
Tissue,0.954907805,0.974112285,0.964414449,0.818687648,0.942660335,0.818039226,169.9049966,55605499,2625776,1477755,11856282,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,
Lesions,0.830263465,0.402034727,0.541743464,0.995619596,0.965584863,0.563758888,152.8153066,1455818,297623,2165307,67646564,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,
Background,0.93165079,0.940733176,0.936169955,0.987652077,0.980531546,0.924699576,1269.594043,10217240,749573,643693,59954806,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Tissue,0.968647083,0.967865812,0.96825629,0.876517343,0.949380407,0.843384314,213.7973763,55248930,1788283,1834324,12693775,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Lesions,0.690057187,0.678654009,0.684308097,0.983754387,0.968316648,0.667656377,127.8869116,2457491,1103795,1163634,66840392,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Background,0.912785026,0.955824605,0.933809152,0.983660157,0.979435764,0.921986493,1302.551732,10381147,991900,479786,59712479,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Tissue,0.967875227,0.965303485,0.966587645,0.873711734,0.946768848,0.835766869,192.4789231,55102664,1828914,1980590,12653144,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Lesions,0.692579509,0.623641824,0.656305345,0.985246685,0.966949882,0.639964786,110.6596372,2258285,1002402,1362840,66941785,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_19_57,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Background,0.930432722,0.92054237,0.925461122,0.987685666,0.977495829,0.912226981,929.214535,9997949,747534,862984,59956845,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_0_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,color,TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,
Tissue,0.948676427,0.973258094,0.96081006,0.792458365,0.936671205,0.797824441,138.9654664,55556739,3005630,1526515,11476428,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_0_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,color,TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,
Lesions,0.652810238,0.406971038,0.501376777,0.988464547,0.959041623,0.495875222,58.80496959,1473693,783767,2147432,67160420,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_0_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,color,TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,
Background,0.915039594,0.955452814,0.934809627,0.984127949,0.979776138,0.923149684,1329.864786,10377109,963503,483824,59740876,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Tissue,0.955427778,0.972507051,0.963891763,0.821171135,0.9418825,0.815949409,162.4304635,55513867,2589810,1569387,11892248,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Lesions,0.70906869,0.415327005,0.523828714,0.990917957,0.961793697,0.525043085,77.50528176,1503951,617072,2117174,67327115,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Background,0.887503591,0.965952741,0.925067952,0.978093574,0.97625105,0.912141086,1266.72574,10491148,1329816,369785,59374563,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Tissue,0.955913963,0.966593968,0.961224301,0.824286645,0.937796456,0.804411106,135.735261,55176329,2544691,1906925,11937367,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Lesions,0.709204341,0.396272705,0.508447143,0.991340319,0.961230561,0.512553955,75.14052302,1434953,588375,2186172,67355812,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Background,0.937674121,0.922184402,0.929864759,0.989033163,0.978888026,0.917483617,1068.760996,10015783,665735,845150,60038644,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,
Tissue,0.941428293,0.983387527,0.961950574,0.758840836,0.93794794,0.799872051,186.2676086,56134960,3492481,948294,10989577,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,
Lesions,0.772587004,0.268049846,0.398009791,0.995794916,0.958971827,0.440337036,86.72200423,970642,285711,2650483,67658476,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,
Background,0.892096081,0.972860803,0.930729624,0.978946544,0.978022956,0.918915612,1666.822229,10566176,1278037,294757,59426342,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Tissue,0.961071258,0.969624927,0.965329144,0.845190718,0.944444244,0.825828563,174.2786415,55349346,2241957,1733908,12240101,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Lesions,0.779700497,0.458587594,0.577508542,0.993094435,0.966048985,0.582600544,121.8106971,1660603,469193,1960522,67474994,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,FALSE
Background,0.904505189,0.957916046,0.930444755,0.981905638,0.978264917,0.918107665,1235.200328,10403862,1098407,457071,59605972,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Tissue,0.953023626,0.97356519,0.963184899,0.810844357,0.940636771,0.811319392,157.8726982,55574269,2739363,1508985,11742695,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Lesions,0.755728642,0.365102006,0.492345643,0.993710558,0.961903666,0.509263386,90.85693352,1322080,427331,2299045,67516856,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_DO_0.2_AC_1_AG_1_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"color, geo, balance, elastic",TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,TRUE
Background,0.912953894,0.946885963,0.92961039,0.983847294,0.978237949,0.91695838,1085.852325,10284065,980540,576868,59723839,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,FALSE
Tissue,0.959796638,0.966734657,0.963253155,0.840386774,0.941166721,0.815927986,153.0120454,55184360,2311528,1898894,12170530,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,FALSE
Lesions,0.668347583,0.517682764,0.583445483,0.986308983,0.962597019,0.569245263,77.32291392,1874594,930225,1746531,67013962,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_DO_0.2_AC_1_AG_0_BC_1_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,FALSE
Background,0.921622062,0.954204119,0.937630124,0.985481245,0.980734549,0.92643746,1414.274967,10363547,881352,497386,59823027,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,FALSE,TRUE
Tissue,0.958844099,0.971036094,0.964901585,0.835714993,0.943652324,0.822548182,170.54481,55429900,2379185,1653354,12102873,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,FALSE,TRUE
Lesions,0.686531588,0.476124409,0.562289185,0.988413696,0.962492429,0.55331592,77.53291653,1724106,787222,1897019,67156965,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_DO_0.2_AC_1_AG_0_BC_1_ED_1_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"color, balance, elastic",TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,FALSE,TRUE
Background,0.937535387,0.903018921,0.919953505,0.989235587,0.976151128,0.906167554,855.6954501,9807628,653447,1053305,60050932,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_DO_0.2_AC_1_AG_1_BC_0_ED_0_MN_loss_2020_6_18_20_9,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"color, geo",TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,FALSE,
